Values for Sample D
The total number of words = 2956880
The total number of distinct = 57794
The popular treshold words = 2890
The common treshold 1 words = 27452
The common treshold 2 words = 30342
____________________________________________________________________________________________________________
Table for the top values
+---------------+------+----+
|           Word| Count|Rank|
|     reputation|   119|2313|
|      instantly|   119|2314|
|        tyranny|   119|2315|
|          lewis|   119|2316|
|         coward|   119|2317|
|         bessie|   119|2318|
|        honours|   118|2319|
|        refused|   118|2320|
|         habits|   118|2321|
|         misery|   118|2322|
|         beaten|   118|2323|
|           sigh|   118|2324|
|            pen|   118|2325|
|         defend|   118|2326|
|   distributing|   118|2327|
|      concerned|   118|2328|
|       domestic|   118|2329|
|        advance|   118|2330|
|       elements|   118|2331|
|        plainly|   118|2332|
|       weakness|   118|2333|
|       american|   118|2334|
|         coffin|   118|2335|
|           rude|   118|2336|
|        publius|   118|2337|
|          lafeu|   118|2338|
|          river|   117|2339|
|        shining|   117|2340|
|        setting|   117|2341|
|          winds|   117|2342|
|       laughing|   117|2343|
|        calling|   117|2344|
|         asking|   117|2345|
|         dreams|   117|2346|
|       discover|   117|2347|
|       composed|   117|2348|
|        showing|   117|2349|
|          shoes|   117|2350|
|        derived|   117|2351|
|       official|   117|2352|
|     protection|   117|2353|
|         appeal|   117|2354|
|          event|   117|2355|
|        portion|   117|2356|
|        benefit|   117|2357|
|           acts|   117|2358|
|         brings|   117|2359|
|          stock|   117|2360|
|           kate|   117|2361|
|         christ|   116|2362|
|      surprised|   116|2363|
|           pull|   116|2364|
|         vision|   116|2365|
|            gay|   116|2366|
|          cloud|   116|2367|
|     instrument|   116|2368|
|          check|   116|2369|
|            odd|   116|2370|
|     advantages|   116|2371|
|          level|   116|2372|
|       glorious|   116|2373|
|       inferior|   116|2374|
|          merit|   116|2375|
|        kitchen|   116|2376|
|           moth|   116|2377|
|         fields|   115|2378|
|          signs|   115|2379|
|          heels|   115|2380|
|      greatness|   115|2381|
|          flame|   115|2382|
|        mystery|   115|2383|
|          aware|   115|2384|
|        capable|   115|2385|
|     university|   115|2386|
|        station|   115|2387|
|        madness|   115|2388|
|          error|   115|2389|
|          aaron|   115|2390|
|        animals|   114|2391|
|       bringing|   114|2392|
|         chapel|   114|2393|
|       passions|   114|2394|
|      suggested|   114|2395|
|           sell|   114|2396|
|           tied|   114|2397|
|         nights|   114|2398|
|         served|   114|2399|
|         killed|   114|2400|
|     reflection|   114|2401|
|         deadly|   114|2402|
|            web|   114|2403|
|       mountain|   114|2404|
|       breaking|   114|2405|
|           debt|   114|2406|
|         ebooks|   114|2407|
|        mission|   114|2408|
|            owe|   114|2409|
|         native|   114|2410|
|       features|   114|2411|
|        mention|   114|2412|
|       disposed|   114|2413|
|      occasions|   114|2414|
|         source|   114|2415|
|         valour|   114|2416|
|         martin|   114|2417|
|         athens|   114|2418|
|           yard|   114|2419|
|      carefully|   113|2420|
|          cheer|   113|2421|
|     determined|   113|2422|
|        lorenzo|   113|2423|
|           lamp|   113|2424|
|          solid|   113|2425|
|         scheme|   113|2426|
|       accepted|   113|2427|
|       superior|   113|2428|
|      practical|   113|2429|
|          reads|   113|2430|
|           bond|   113|2431|
|         mutual|   113|2432|
|       disraeli|   113|2433|
|         bottle|   113|2434|
|         hamlin|   113|2435|
|         bianca|   113|2436|
|       anywhere|   112|2437|
|       leonardo|   112|2438|
|          rocks|   112|2439|
|         circle|   112|2440|
|          hurry|   112|2441|
|         fierce|   112|2442|
|         custom|   112|2443|
|           wash|   112|2444|
|           silk|   112|2445|
|         sunday|   112|2446|
|         orders|   112|2447|
|      countries|   112|2448|
|     collection|   112|2449|
|     revolution|   112|2450|
|         leader|   112|2451|
|     discussion|   112|2452|
|          bride|   112|2453|
|          coach|   112|2454|
|       decision|   112|2455|
|          adieu|   112|2456|
|    proceedings|   112|2457|
|      cymbeline|   112|2458|
|      katherina|   112|2459|
|        unhappy|   111|2460|
|        smiling|   111|2461|
|      gradually|   111|2462|
|            vow|   111|2463|
|        seeking|   111|2464|
|         wishes|   111|2465|
|         handed|   111|2466|
|         record|   111|2467|
|         depend|   111|2468|
|           ruin|   111|2469|
|       doctrine|   111|2470|
|       external|   111|2471|
|           pick|   111|2472|
|        farther|   111|2473|
|         watson|   111|2474|
|        obliged|   110|2475|
|        smaller|   110|2476|
|          aught|   110|2477|
|         softly|   110|2478|
|        jealous|   110|2479|
|           http|   110|2480|
|        revenue|   110|2481|
|          prime|   110|2482|
|      daughters|   110|2483|
|        marquis|   110|2484|
|         couple|   110|2485|
|       infinite|   110|2486|
|         forces|   110|2487|
|      agamemnon|   110|2488|
|         vessel|   110|2489|
|         feeble|   110|2490|
|          troth|   110|2491|
|       cruncher|   110|2492|
|        macduff|   110|2493|
|          hadst|   109|2494|
|         beggar|   109|2495|
|       midnight|   109|2496|
|         driven|   109|2497|
|          steal|   109|2498|
|         afford|   109|2499|
|        disease|   109|2500|
|        founded|   109|2501|
|          flood|   109|2502|
|              d|   109|2503|
|     reasonable|   109|2504|
|    possibility|   109|2505|
|        created|   109|2506|
|        element|   109|2507|
|       remarked|   109|2508|
|           mild|   109|2509|
|        honesty|   109|2510|
|         denied|   109|2511|
|            jew|   109|2512|
|           hail|   109|2513|
|      katharine|   109|2514|
|    baskerville|   109|2515|
|       baptista|   109|2516|
|          poins|   109|2517|
|            lad|   108|2518|
|            dim|   108|2519|
|            tom|   108|2520|
|       disgrace|   108|2521|
|          elder|   108|2522|
|          price|   108|2523|
|       carrying|   108|2524|
|         season|   108|2525|
|      professor|   108|2526|
|         writes|   108|2527|
|              r|   108|2528|
|        grounds|   108|2529|
|           luck|   108|2530|
|        pursuit|   108|2531|
|     completely|   108|2532|
|          clock|   108|2533|
|           horn|   108|2534|
|          sings|   108|2535|
|          evans|   108|2536|
|        shylock|   108|2537|
|            doe|   108|2538|
|          hills|   107|2539|
|           flat|   107|2540|
|          store|   107|2541|
|        careful|   107|2542|
|           runs|   107|2543|
|         burden|   107|2544|
|  understanding|   107|2545|
|        granted|   107|2546|
|         clever|   107|2547|
|        outward|   107|2548|
|      confusion|   107|2549|
|          witch|   107|2550|
|         flying|   107|2551|
|      brilliant|   107|2552|
|         supply|   107|2553|
|        dauphin|   107|2554|
|       preserve|   107|2555|
|        contact|   107|2556|
|         breach|   107|2557|
|        current|   107|2558|
|         female|   107|2559|
|       catholic|   107|2560|
|         affair|   107|2561|
|          dozen|   107|2562|
|         assure|   107|2563|
|         exeter|   107|2564|
|        obvious|   107|2565|
|       probable|   107|2566|
|         wounds|   107|2567|
|   westmoreland|   107|2568|
|         flight|   106|2569|
|       training|   106|2570|
|         cities|   106|2571|
|          hated|   106|2572|
|        anxious|   106|2573|
|     archbishop|   106|2574|
|           slip|   106|2575|
|       listened|   106|2576|
|          reign|   106|2577|
|           edge|   106|2578|
|        fifteen|   106|2579|
|          apply|   106|2580|
|     commercial|   106|2581|
|         comply|   106|2582|
|         defect|   106|2583|
|         profit|   106|2584|
|         reader|   106|2585|
|         belief|   106|2586|
|           shed|   106|2587|
|     frequently|   106|2588|
|         intent|   106|2589|
|        trumpet|   106|2590|
|         waited|   106|2591|
|             cj|   106|2592|
|   jurisdiction|   106|2593|
|           bawd|   106|2594|
|          regan|   106|2595|
|       roderigo|   106|2596|
|         virgin|   105|2597|
|         smiled|   105|2598|
|        ordered|   105|2599|
|          coast|   105|2600|
|         larger|   105|2601|
|          chest|   105|2602|
|        finding|   105|2603|
|        wanting|   105|2604|
|         depart|   105|2605|
|       attached|   105|2606|
|          legal|   105|2607|
|        college|   105|2608|
|           bred|   105|2609|
|          homer|   105|2610|
|       assembly|   105|2611|
|          favor|   105|2612|
|        commend|   105|2613|
|           eyre|   105|2614|
|        laertes|   105|2615|
|          pages|   104|2616|
|         saints|   104|2617|
|         lonely|   104|2618|
|         plenty|   104|2619|
|       gathered|   104|2620|
|         stream|   104|2621|
|           flow|   104|2622|
|          gross|   104|2623|
|       commerce|   104|2624|
|          fifth|   104|2625|
|       compared|   104|2626|
|             et|   104|2627|
|           vote|   104|2628|
|        pursued|   104|2629|
|         wolsey|   104|2630|
|     commission|   104|2631|
|       reverend|   104|2632|
|          truck|   104|2633|
|          percy|   104|2634|
|         forest|   104|2635|
|        weeping|   104|2636|
|            zoe|   104|2637|
|       charmian|   104|2638|
|         cloten|   104|2639|
|         steady|   103|2640|
|           band|   103|2641|
|          marks|   103|2642|
|         hungry|   103|2643|
|            rid|   103|2644|
|        shortly|   103|2645|
|        deserve|   103|2646|
|         refuse|   103|2647|
|       becoming|   103|2648|
|      prisoners|   103|2649|
|     everywhere|   103|2650|
|          taxes|   103|2651|
|     volunteers|   103|2652|
|          naked|   103|2653|
|         eleven|   103|2654|
|        eternal|   103|2655|
|      suspicion|   103|2656|
|           quit|   103|2657|
|     lieutenant|   103|2658|
|        victory|   103|2659|
|       capacity|   103|2660|
|      constable|   103|2661|
|        stryver|   103|2662|
|         marina|   103|2663|
|       cominius|   103|2664|
|        pisanio|   103|2665|
|         market|   102|2666|
|        surface|   102|2667|
|              h|   102|2668|
|       moreover|   102|2669|
|          prize|   102|2670|
|            row|   102|2671|
|         highly|   102|2672|
|     distribute|   102|2673|
|         method|   102|2674|
|         mental|   102|2675|
|         beheld|   102|2676|
|     conditions|   102|2677|
|       sometime|   102|2678|
|          fiery|   102|2679|
|    distinction|   102|2680|
|           july|   102|2681|
|           fain|   102|2682|
|         cotton|   102|2683|
|            ass|   102|2684|
|           wert|   102|2685|
|        lenehan|   102|2686|
|       pointing|   101|2687|
|         relief|   101|2688|
|          shade|   101|2689|
|         talked|   101|2690|
|        francis|   101|2691|
|        answers|   101|2692|
|        earthly|   101|2693|
|     excitement|   101|2694|
|           lean|   101|2695|
|         seized|   101|2696|
|          model|   101|2697|
|          fairy|   101|2698|
|       blessing|   101|2699|
|   difficulties|   101|2700|
|         parted|   101|2701|
|           foes|   101|2702|
|        expense|   101|2703|
|      remaining|   101|2704|
|  parliamentary|   101|2705|
|       scotland|   101|2706|
|      exclaimed|   101|2707|
|         utmost|   101|2708|
|        gallant|   101|2709|
|           size|   101|2710|
|            foe|   101|2711|
|          oaths|   101|2712|
|       affected|   101|2713|
|         bodily|   101|2714|
|       likewise|   101|2715|
|         malice|   101|2716|
|         forbid|   101|2717|
|          flask|   101|2718|
|          jerry|   101|2719|
|       lysander|   101|2720|
|          boyet|   101|2721|
|        tongues|   100|2722|
|          fruit|   100|2723|
|         stairs|   100|2724|
|          bench|   100|2725|
|        message|   100|2726|
|      meanwhile|   100|2727|
|          cover|   100|2728|
|          limbs|   100|2729|
|        sailors|   100|2730|
|        charity|   100|2731|
|        contain|   100|2732|
|       material|   100|2733|
|       colonial|   100|2734|
|       singular|   100|2735|
|           ball|   100|2736|
|        chiefly|   100|2737|
|         philip|   100|2738|
|    observation|   100|2739|
|       hitherto|   100|2740|
|     conception|   100|2741|
|          utter|   100|2742|
|          delay|   100|2743|
|          evils|   100|2744|
|      propriety|   100|2745|
|      physician|   100|2746|
|       senators|   100|2747|
|        someone|   100|2748|
|     thornfield|   100|2749|
|          mount|    99|2750|
|          cared|    99|2751|
|          midst|    99|2752|
|       mischief|    99|2753|
|        breathe|    99|2754|
|        hurried|    99|2755|
|         joined|    99|2756|
|       troubled|    99|2757|
|        utterly|    99|2758|
|       building|    99|2759|
|          scale|    99|2760|
|       existing|    99|2761|
|        capital|    99|2762|
|       governor|    99|2763|
|         arthur|    99|2764|
|      discourse|    99|2765|
|      monstrous|    99|2766|
|          armed|    99|2767|
|           lust|    99|2768|
|          honor|    99|2769|
|       gratiano|    99|2770|
|           rode|    98|2771|
|        noticed|    98|2772|
|     companions|    98|2773|
|         notion|    98|2774|
|       inclined|    98|2775|
|            hid|    98|2776|
|        useless|    98|2777|
|       directed|    98|2778|
|       internal|    98|2779|
|      everybody|    98|2780|
|       branches|    98|2781|
|     characters|    98|2782|
|       conceive|    98|2783|
|          pound|    98|2784|
| considerations|    98|2785|
|     yourselves|    98|2786|
|        escalus|    98|2787|
|        knights|    97|2788|
|      thousands|    97|2789|
|        convent|    97|2790|
|         goodly|    97|2791|
|   handkerchief|    97|2792|
|          tales|    97|2793|
|        degrees|    97|2794|
|       employed|    97|2795|
|  distinguished|    97|2796|
|         unable|    97|2797|
|          urged|    97|2798|
|        happily|    97|2799|
|    remembrance|    97|2800|
|        wounded|    97|2801|
|    necessarily|    97|2802|
|         stroke|    97|2803|
|     acquainted|    97|2804|
|          brook|    97|2805|
|       respects|    97|2806|
|           sole|    97|2807|
|     punishment|    97|2808|
|       resolved|    97|2809|
|      committee|    97|2810|
|          exist|    97|2811|
|     discretion|    97|2812|
|           amen|    97|2813|
|      judiciary|    97|2814|
|           cade|    97|2815|
|         hermia|    97|2816|
|        gallery|    96|2817|
|        perform|    96|2818|
|           seal|    96|2819|
|       sensible|    96|2820|
|     generation|    96|2821|
|        applied|    96|2822|
|        leisure|    96|2823|
|      obedience|    96|2824|
|        whereof|    96|2825|
|           puts|    96|2826|
|         horror|    96|2827|
|          aloft|    96|2828|
|        senator|    96|2829|
|           fore|    96|2830|
|        iachimo|    96|2831|
|         grumio|    96|2832|
|          trace|    95|2833|
|          shone|    95|2834|
|         studio|    95|2835|
|         nobles|    95|2836|
|        invited|    95|2837|
|      whispered|    95|2838|
|      reverence|    95|2839|
|          queer|    95|2840|
|        shaking|    95|2841|
|         safely|    95|2842|
|       promised|    95|2843|
|           roof|    95|2844|
|        funeral|    95|2845|
|          flies|    95|2846|
|        defence|    95|2847|
|        problem|    95|2848|
|      permitted|    95|2849|
|        variety|    95|2850|
|           card|    95|2851|
|       standard|    95|2852|
|        leaning|    95|2853|
|          abuse|    95|2854|
|     republican|    95|2855|
|      intention|    95|2856|
|        actions|    95|2857|
|      ambitious|    95|2858|
|      privilege|    95|2859|
|        crossed|    95|2860|
|      precisely|    95|2861|
|         eating|    95|2862|
|          hound|    95|2863|
|      nantucket|    95|2864|
|         unlike|    94|2865|
|       fighting|    94|2866|
|         purple|    94|2867|
|          cares|    94|2868|
|         hidden|    94|2869|
|      listening|    94|2870|
|         headed|    94|2871|
|         troops|    94|2872|
|     compliance|    94|2873|
|    departments|    94|2874|
|  establishment|    94|2875|
|     proceeding|    94|2876|
|        russell|    94|2877|
|      extremely|    94|2878|
|         debate|    94|2879|
|       tendency|    94|2880|
|        immense|    94|2881|
|            inn|    94|2882|
|            sex|    94|2883|
|       millions|    94|2884|
|             le|    94|2885|
|         swords|    94|2886|
|       treaties|    94|2887|
|          rogue|    94|2888|
|         aboard|    94|2889|
+---------------+------+----+

Table for the mid values

+------------------+-----+-----+
|              Word|Count| Rank|
+------------------+-----+-----+
|           coragio|    3|27452|
|             ravin|    3|27453|
|             limed|    3|27454|
|          solicits|    3|27455|
|          hoodwink|    3|27456|
|            boskos|    3|27457|
|           theoric|    3|27458|
|             rapes|    3|27459|
|           redeems|    3|27460|
|           outruns|    3|27461|
|           sallets|    3|27462|
|           muddied|    3|27463|
|           capilet|    3|27464|
|       handkercher|    3|27465|
|          domitius|    3|27466|
|         contempts|    3|27467|
|      childishness|    3|27468|
|           misenum|    3|27469|
|             hales|    3|27470|
|             foams|    3|27471|
|            ripens|    3|27472|
|          chariots|    3|27473|
|        contemning|    3|27474|
|             libya|    3|27475|
|         loathness|    3|27476|
|            repays|    3|27477|
|         emptiness|    3|27478|
|              seel|    3|27479|
|          portends|    3|27480|
|           bringer|    3|27481|
|            clouts|    3|27482|
|          carouses|    3|27483|
|          augurers|    3|27484|
|           exigent|    3|27485|
|        propertied|    3|27486|
|           lictors|    3|27487|
|          rankness|    3|27488|
|        intendment|    3|27489|
|         anatomize|    3|27490|
|            losest|    3|27491|
|          teacheth|    3|27492|
|           mannish|    3|27493|
|              irks|    3|27494|
|          runaways|    3|27495|
|            warble|    3|27496|
|           ducdame|    3|27497|
|           sounder|    3|27498|
|           atomies|    3|27499|
|         halfpence|    3|27500|
|             apter|    3|27501|
|            bawdry|    3|27502|
|           browner|    3|27503|
|           stealer|    3|27504|
|        impressure|    3|27505|
|             bugle|    3|27506|
|          properer|    3|27507|
|        pathetical|    3|27508|
|            osiers|    3|27509|
|          couching|    3|27510|
|          flouting|    3|27511|
|      countercheck|    3|27512|
|          cozenage|    3|27513|
|         sorcerers|    3|27514|
|            loseth|    3|27515|
|              slug|    3|27516|
|           bridget|    3|27517|
|            cicely|    3|27518|
|            chalky|    3|27519|
|         pentecost|    3|27520|
|            priory|    3|27521|
|        mountebank|    3|27522|
|           velutus|    3|27523|
|           nicanor|    3|27524|
|         trumpeter|    3|27525|
|         hardiness|    3|27526|
|         carbuncle|    3|27527|
|             fusty|    3|27528|
|         caparison|    3|27529|
|              fike|    3|27530|
|            reechy|    3|27531|
|         convented|    3|27532|
|         amazonian|    3|27533|
|           contemn|    3|27534|
|           wolvish|    3|27535|
|            tetter|    3|27536|
|          bereaves|    3|27537|
|          viperous|    3|27538|
|           aptness|    3|27539|
|         carbonado|    3|27540|
|           hooting|    3|27541|
|          virginal|    3|27542|
|        constrains|    3|27543|
|          tarquins|    3|27544|
|           manacle|    3|27545|
|          runagate|    3|27546|
|          affiance|    3|27547|
|          movables|    3|27548|
|           cowslip|    3|27549|
|          friended|    3|27550|
|           pantler|    3|27551|
|         briefness|    3|27552|
|      incontinency|    3|27553|
|           caesars|    3|27554|
|          rareness|    3|27555|
|            madded|    3|27556|
|             betid|    3|27557|
|           leonati|    3|27558|
|            lucina|    3|27559|
|         hardiment|    3|27560|
|           batters|    3|27561|
|       acquittance|    3|27562|
|           gibbets|    3|27563|
|             pight|    3|27564|
|          justicer|    3|27565|
|         thankings|    3|27566|
|            clowns|    3|27567|
|       foreknowing|    3|27568|
|             dirge|    3|27569|
|          hyperion|    3|27570|
|             satyr|    3|27571|
|           wassail|    3|27572|
|            nemean|    3|27573|
|             lazar|    3|27574|
|           adheres|    3|27575|
|           carters|    3|27576|
|            lenten|    3|27577|
|           rapiers|    3|27578|
|             tarre|    3|27579|
|          jephthah|    3|27580|
|         uncurrent|    3|27581|
|         falconers|    3|27582|
|              nave|    3|27583|
|           gonzago|    3|27584|
|           espials|    3|27585|
|            deject|    3|27586|
|           candied|    3|27587|
|              posy|    3|27588|
|             orbed|    3|27589|
|          lucianus|    3|27590|
|              hent|    3|27591|
|        penetrable|    3|27592|
|          easiness|    3|27593|
|             ravel|    3|27594|
|            easing|    3|27595|
|           unbated|    3|27596|
|            sliver|    3|27597|
|         wittingly|    3|27598|
|          shortens|    3|27599|
|          outlives|    3|27600|
|             stoup|    3|27601|
|            behove|    3|27602|
|               pah|    3|27603|
|      unsanctified|    3|27604|
|            signet|    3|27605|
|            chough|    3|27606|
|          winnowed|    3|27607|
|              gads|    3|27608|
|           visards|    3|27609|
|            camest|    3|27610|
|        ravenspurg|    3|27611|
|          cozeners|    3|27612|
|              bots|    3|27613|
|          ransomed|    3|27614|
|             ralph|    3|27615|
|            gavest|    3|27616|
|           shotten|    3|27617|
|             keech|    3|27618|
|           keepest|    3|27619|
|               wye|    3|27620|
|              smug|    3|27621|
|            denier|    3|27622|
|           pegasus|    3|27623|
|             banns|    3|27624|
|           caliver|    3|27625|
|         foretells|    3|27626|
|         promiseth|    3|27627|
|             swoln|    3|27628|
|         tremblest|    3|27629|
|           dullest|    3|27630|
|          ratsbane|    3|27631|
|           repents|    3|27632|
|          brandish|    3|27633|
|          standeth|    3|27634|
|          buildeth|    3|27635|
|           queller|    3|27636|
|             johns|    3|27637|
|        swaggerers|    3|27638|
|            tisick|    3|27639|
|         falseness|    3|27640|
|            swinge|    3|27641|
|          forehand|    3|27642|
|         nightwork|    3|27643|
|          coursers|    3|27644|
|             unfix|    3|27645|
|           abroach|    3|27646|
|           speeded|    3|27647|
|           environ|    3|27648|
|           loathly|    3|27649|
|             bedew|    3|27650|
|          cophetua|    3|27651|
|         scambling|    3|27652|
|          severals|    3|27653|
|         pharamond|    3|27654|
|             gloze|    3|27655|
|          merriest|    3|27656|
|          coronets|    3|27657|
|             perdy|    3|27658|
|            spital|    3|27659|
|             berri|    3|27660|
|        athversary|    3|27661|
|            cheshu|    3|27662|
|          succours|    3|27663|
|               foi|    3|27664|
|           ecoutez|    3|27665|
|            fingre|    3|27666|
|           picardy|    3|27667|
|         suffocate|    3|27668|
|            gaited|    3|27669|
|              wots|    3|27670|
|             perdu|    3|27671|
|              porn|    3|27672|
|            prains|    3|27673|
|              ales|    3|27674|
|          belzebub|    3|27675|
|            ostent|    3|27676|
|            darnel|    3|27677|
|               roi|    3|27678|
|          auvergne|    3|27679|
|             luces|    3|27680|
|           archers|    3|27681|
|            eltham|    3|27682|
|         remaineth|    3|27683|
|            scoffs|    3|27684|
|           unready|    3|27685|
|        extemporal|    3|27686|
|        unreverent|    3|27687|
|           fitteth|    3|27688|
|           inkhorn|    3|27689|
|             guile|    3|27690|
|       discretions|    3|27691|
|        neglection|    3|27692|
|          armagnac|    3|27693|
|               quo|    3|27694|
|         machiavel|    3|27695|
|             goffe|    3|27696|
|        shipmaster|    3|27697|
|           saunder|    3|27698|
|           kentish|    3|27699|
|         prentices|    3|27700|
|           bookish|    3|27701|
|            nevils|    3|27702|
|            callet|    3|27703|
|         overblown|    3|27704|
|     protectorship|    3|27705|
|             alban|    3|27706|
|           trowest|    3|27707|
|              blab|    3|27708|
|           louring|    3|27709|
|          blameful|    3|27710|
|           pinnace|    3|27711|
|           resteth|    3|27712|
|            scapes|    3|27713|
|          cureless|    3|27714|
|           ariseth|    3|27715|
|       northampton|    3|27716|
|            barnet|    3|27717|
|            manors|    3|27718|
|          malapert|    3|27719|
|         kimbolton|    3|27720|
|        treasonous|    3|27721|
|         unmasking|    3|27722|
|            holily|    3|27723|
|           patents|    3|27724|
|          untruths|    3|27725|
|          holidame|    3|27726|
|         vehemency|    3|27727|
|         catechize|    3|27728|
|        unreverend|    3|27729|
|           spleens|    3|27730|
|        promotions|    3|27731|
|         frighting|    3|27732|
|         blaspheme|    3|27733|
|       edmundsbury|    3|27734|
|         underprop|    3|27735|
|         temporize|    3|27736|
|              aery|    3|27737|
|           saucily|    3|27738|
|        unfriended|    3|27739|
|           foppery|    3|27740|
|          upbraids|    3|27741|
|          plackets|    3|27742|
|             sessa|    3|27743|
|            aroint|    3|27744|
|              newt|    3|27745|
|           repeals|    3|27746|
|               vor|    3|27747|
|        minstrelsy|    3|27748|
|         dominator|    3|27749|
|      appertaining|    3|27750|
|           passado|    3|27751|
|            loveth|    3|27752|
|          jangling|    3|27753|
|         penthouse|    3|27754|
|       weathercock|    3|27755|
|           shooter|    3|27756|
|           falleth|    3|27757|
|          dictynna|    3|27758|
|             sorel|    3|27759|
|               pia|    3|27760|
|           mantuan|    3|27761|
|            singes|    3|27762|
|            venuto|    3|27763|
|        promethean|    3|27764|
|            causer|    3|27765|
|            kersey|    3|27766|
|            smocks|    3|27767|
|          norweyan|    3|27768|
|       equivocator|    3|27769|
|        murtherous|    3|27770|
|            entomb|    3|27771|
|           acheron|    3|27772|
|          vaporous|    3|27773|
|        firstlings|    3|27774|
|       profanation|    3|27775|
|          warrants|    3|27776|
|           strifes|    3|27777|
|            mercer|    3|27778|
|          ragozine|    3|27779|
|          argosies|    3|27780|
|          signiors|    3|27781|
|          leisures|    3|27782|
|          tripolis|    3|27783|
|         gaberdine|    3|27784|
|             sophy|    3|27785|
|           masques|    3|27786|
|          glisters|    3|27787|
|              iwis|    3|27788|
|           jarteer|    3|27789|
|              knog|    3|27790|
|           cogging|    3|27791|
|        expressure|    3|27792|
|            oxlips|    3|27793|
|            espies|    3|27794|
|          uncouple|    3|27795|
|             wooes|    3|27796|
|           seacoal|    3|27797|
|            dotard|    3|27798|
|         braggarts|    3|27799|
|              ‘nay|    3|27800|
|       intermingle|    3|27801|
|         unbruised|    3|27802|
|         sagittary|    3|27803|
|         ottomites|    3|27804|
|           unblest|    3|27805|
|          hungerly|    3|27806|
|         excelling|    3|27807|
|          desdemon|    3|27808|
|       dispersedly|    3|27809|
|          philoten|    3|27810|
|            paphos|    3|27811|
|          sharpens|    3|27812|
|           trebles|    3|27813|
|           distain|    3|27814|
|        disfurnish|    3|27815|
|            plashy|    3|27816|
|           unstaid|    3|27817|
|          deposing|    3|27818|
|         attorneys|    3|27819|
|         signories|    3|27820|
|            vipers|    3|27821|
|           tressel|    3|27822|
|          hearkens|    3|27823|
|          chertsey|    3|27824|
|            crosby|    3|27825|
|            ludlow|    3|27826|
|          complots|    3|27827|
|           freezes|    3|27828|
|           dighton|    3|27829|
|            tetchy|    3|27830|
|       maidenheads|    3|27831|
|            lammas|    3|27832|
|              jule|    3|27833|
|             addle|    3|27834|
|         conserves|    3|27835|
|        gramercies|    3|27836|
|              ibat|    3|27837|
|            simois|    3|27838|
|            sigeia|    3|27839|
|          steterat|    3|27840|
|            priami|    3|27841|
|             regia|    3|27842|
|             celsa|    3|27843|
|             senis|    3|27844|
|      languishment|    3|27845|
|             weeke|    3|27846|
|           phrygia|    3|27847|
|            dardan|    3|27848|
|        mischances|    3|27849|
|             neare|    3|27850|
|               tye|    3|27851|
|             weake|    3|27852|
|          perceave|    3|27853|
|            heades|    3|27854|
|          artesius|    3|27855|
|             lesse|    3|27856|
|              bels|    3|27857|
|          hypolita|    3|27858|
|              iove|    3|27859|
|            cleere|    3|27860|
|            windes|    3|27861|
|            beares|    3|27862|
|            marsis|    3|27863|
|            greife|    3|27864|
|           shaddow|    3|27865|
|               yce|    3|27866|
|             forme|    3|27867|
|           streame|    3|27868|
|            beates|    3|27869|
|              drom|    3|27870|
|            banket|    3|27871|
|            tryall|    3|27872|
|            drowne|    3|27873|
|             gaine|    3|27874|
|             ruine|    3|27875|
|            vertue|    3|27876|
|          anothers|    3|27877|
|          followes|    3|27878|
|             foule|    3|27879|
|            feares|    3|27880|
|          kinesmen|    3|27881|
|             eares|    3|27882|
|             seale|    3|27883|
|           careles|    3|27884|
|            twaine|    3|27885|
|            tweene|    3|27886|
|             paire|    3|27887|
|            madnes|    3|27888|
|          funerall|    3|27889|
|             lookd|    3|27890|
|          freedome|    3|27891|
|              armd|    3|27892|
|             foode|    3|27893|
|              wooe|    3|27894|
|               els|    3|27895|
|        extreamely|    3|27896|
|           banishd|    3|27897|
|              hees|    3|27898|
|          vertuous|    3|27899|
|           indeede|    3|27900|
|             towne|    3|27901|
|             saies|    3|27902|
|            edifie|    3|27903|
|            tricke|    3|27904|
|             bowes|    3|27905|
|             faine|    3|27906|
|           thankes|    3|27907|
|         goodnesse|    3|27908|
|          severall|    3|27909|
|           traytor|    3|27910|
|            signes|    3|27911|
|            peeces|    3|27912|
|            drinke|    3|27913|
|            fooles|    3|27914|
|               cuz|    3|27915|
|             taile|    3|27916|
|             haile|    3|27917|
|             falne|    3|27918|
|              agen|    3|27919|
|            scorne|    3|27920|
|              begd|    3|27921|
|            blesse|    3|27922|
|            crosse|    3|27923|
|              owgh|    3|27924|
|            fancie|    3|27925|
|           beautie|    3|27926|
|             haire|    3|27927|
|           frownes|    3|27928|
|           speakes|    3|27929|
|      mellencholly|    3|27930|
|           arcites|    3|27931|
|             showt|    3|27932|
|          posterns|    3|27933|
|            wistly|    3|27934|
|        tarquinius|    3|27935|
|             ardea|    3|27936|
|         collatium|    3|27937|
|            defame|    3|27938|
|         lucretius|    3|27939|
|          breaketh|    3|27940|
|               inc|    3|27941|
|        gambolling|    2|27942|
|            vasari|    2|27943|
|              giov|    2|27944|
|             frari|    2|27945|
|         schiavari|    2|27946|
|        monochrome|    2|27947|
|          frescoed|    2|27948|
|          bewilder|    2|27949|
|          dominico|    2|27950|
|          masolino|    2|27951|
|         baptizing|    2|27952|
|        scaldinoes|    2|27953|
|           scraper|    2|27954|
|      candlemakers|    2|27955|
|           carraja|    2|27956|
|            haloes|    2|27957|
|          frediano|    2|27958|
